drama_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description,kdrama_id,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
Something in the Rain,"['romance', 'life', 'drama', 'melodrama']","['family pressure', 'steamy kiss', 'workplace abuse', 'nice male lead', 'forbidden love', 'older woman/younger man', 'sexual harassment', 'sismance', 'male chases female first', 'disapproving parent ']",16,30-Mar-18,19-May-18,"['friday', 'saturday']","['jTBC', 'Netflix']",75.0,8.0,23408.0,1656,98,15+ - Teens 15 or older,"54,221","['Son Ye Jin', 'Jung Hae In', 'Jang So Yeon', 'Jung Eugene', 'Lee Joo Young', 'Lee Hwa Ryong']",['Netflix'],8.1,"6,303","Yoon Jin Ah is a woman in her mid-30s who doesn't know yet what it's like to date a man. She's been dumped by a man many times because of her clumsy, reckless and foolish behavior. And again, a man she wanted to marry dumps her for the worst reason ever: that she's like bland, tasteless devil's-tongue jelly, which means she's not attractive at all as a woman. Just then, Joon Hee appears before her with a broad smile on his face. He's as refreshing as a soft drink. Joon Hee is Jin Ah's childhood best friend's younger brother, who used to live next door. Jin Ah has always remembered him as a little kid, but one day, he comes back as a really masculine man. When she is surprised by his change, her gut feeling tells her that she would truly fall in love this time.",9048410982c243948c5a00e13a2c5085,2018,['Ahn Pan Seok'],['Kim Eun'],South Korea,Drama,16,4500.0,2018-03-30,2018-05-19,"Friday, Saturday",jTBC Netflix,15+ - Teens 15 or older,"Yoon Jin Ah is a woman in her mid-30s who doesn’t know yet what it’s like to date a man. She’s been dumped by a man many times because of her clumsy, reckless, and foolish behavior. And again, a man she wanted to marry dumps her for the worst reason ever: that she’s like bland, tasteless devil's-tongue jelly, which means she’s not attractive at all as a woman.Just then, Joon Hee appears before her with a broad smile on his face. He’s as refreshing as a soft drink. Joon Hee is Jin Ah’s childhood friend's younger brother, who used to live next door. Jin Ah has always remembered him as a little kid, but one day, he comes back as a really masculine man. When she is surprised by his change, her gut feeling tells her that she would truly fall in love this time.(Source: JTBC)",2374,104
Soul Mechanic,"['comedy', 'romance', 'drama', 'medical']","['nice male lead', 'older man/younger woman', 'eccentric male lead', 'character development', 'psychiatry', 'slow burn romance', 'father-son relationship', 'friendship', 'hardworking male lead', 'dementia ']",32,6-May-20,25-Jun-20,"['wednesday', 'thursday']",['KBS2'],35.0,7.8,2349.0,2305,1276,15+ - Teens 15 or older,"8,039","['Shin Ha Kyun', 'Jung So Min', 'Tae In Ho', 'Park Ye Jin', 'Joo Min Kyung', 'Jung Hae Kyun']",['Viki'],7.3,121,"""Soul Mechanic"" follows psychiatrists as they try to cure people of their emotional wounds.",2b1c0dbfaf584e998ee22f3b56e3b83c,2020,['Yoo Hyun Ki'],['Lee Hyang Hee'],South Korea,Drama,32,2100.0,2020-05-06,2020-06-25,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"How do you deal with anger? Where does happiness actually come from? These questions are at the heart of Fix You, a touching drama about a quirky psychiatrist on a mission to help people heal, and a rising star whose emotional wounds run deep. Lee Si Joon is an eccentric but passionate psychiatrist working in a hospital. He cares deeply for his patients, whom he tries to help through valiant, yet often unorthodox efforts. Han Woo Joo is an up and coming musical actress. Honest and principled, her efforts on the stage seem to be paying off, but she struggles with anger issues and recurring mental breakdowns that threaten to derail her career. With compassion as his tool, can Lee Si Joon help mend her soul and let the healing begin?(Source: Viki)",3114,1421
Splendid Politics,"['historical', 'drama', 'political']","['scheme', 'power struggle', 'hidden identity', 'revolt', 'gwanghae', 'revenge', 'rebellion', 'joseon dynasty', 'cross-dressing', 'love triangle ']",50,13-Apr-15,29-Sep-15,"['monday', 'tuesday']",['MBC'],60.0,7.5,811.0,3777,2661,15+ - Teens 15 or older,"3,440","['Cha Seung Won', 'Lee Yun Hee', 'Kim Jae Won', 'Seo Kang Joon', 'Han Joo Wan', 'Jo Sung Ha']",['Viki'],7.7,107,Hwajung: Princess of Light,75c1221d1d4e47b2a2bc4e00adaad638,2015,"['Kim Sang Ho', 'Choi Jung Gyu']",['Kim Yi Young'],South Korea,Drama,50,3600.0,2015-04-13,2015-09-29,"Monday, Tuesday",MBC,15+ - Teens 15 or older,"Princess Jung Myung was the only direct descendant of King Seon Jo still alive and when she was born, her birth was celebrated around the palace. She had the sweetest smile a baby could have. Queen In Mok was relieved that she had a baby girl instead of a boy. According to the seer Nam Sa Go, the baby she carried would become the true ruler of the Joseon Dynasty, a king of kings and have a princess proved the prophecy to be wrong. But the turbulent times took a heavy toll on Princess Jung Myung. Upon the death of King Seon Jo, Gwang Hae ascended the throne and his first order of business was to eliminate Prince Yeong Chang and banish Queen In Mok from the palace. Then his next target was Princess Jung Myung. When In Mok learned that her daughter’s life was in danger, she sent her into hiding. But assassins tracked Jung Myung down. Through the heroic sacrifice of her bodyguard, Jung Myung was put on a boat that sailed adrift in the sea. Meanwhile, the bodyguard and nanny set their boat ablaze and died to fool the assassins. Jung Myung witnessed her nanny and bodyguard consumed by the flames. Adrift on the boat, Jung Myung lost consciousness and was picked up by a merchant boat crossing to Dejima in Japan. She was sold as a slave. To survive in the hostile environment she hid the fact that she was a princess. She also vanquished her memories of ever being a princess so that she could focus on how to get revenge. Posing as a boy, Jung Myung worked as a laborer in the sulfur mine. But she discovered hope in the depths of her despair. It was a friendship between Ja Gyung that helped her cling to life. But she never lost her focus on returning to Joseon one day and bringing the downfall of Gwang Hae who had taken everything away from her. Then an opportunity arose. She began peddling information and secrets in the sulfur mines. Leveraging her strategic location, she followed the Joseon delegation visiting Japan back to Joseon. Finally, her dream to return to Joseon had come true…(Source: MBC)",4965,3091
Sponsor,"['thriller', 'romance', 'drama']","['suspense', 'actress female lead', 'poverty', 'editor', 'hardworking male lead', 'hardworking female lead', 'greed', 'modeling', 'disease', 'photography ']",12,23-Feb-22,6-Apr-22,"['wednesday', 'thursday']","['MBN', 'Viki']",56.0,6.3,259.0,80632,3535,15+ - Teens 15 or older,"2,331","['Lee Ji Hoon', 'Han Chae Young', 'Ji Yi Soo', 'Koo Ja Sung', 'Kim Yun Seo', 'Park Geun Hyung']",['Viki'],5.4,21,"A romance thriller between four men and women running like a runaway locomotive toward different desires, including success, revenge, children and love.",83c315da33504706a6c0fcc3d2b2ffa6,2022,['Kwak Gi Won'],['Park Gye Hyung'],South Korea,Drama,12,3360.0,2022-02-23,2022-04-06,"Wednesday, Thursday",MBN Viki,15+ - Teens 15 or older,"A romance thriller between four men and women running like a runaway locomotive toward different desires, including success, revenge, children and love. Lee Sun Woo, is a photographer and editor at a magazine. He keeps a burning ambition and heartfelt desire for revenge hidden behind his warm exterior. Han Chae Rin is the CEO of a cosmetics company. She is greedy and ambitious despite her success. Park Da Som is a rising actress. She does anything for success. At the same time, she struggles to protect her son who has a rare disease. She’s internally struggling between motherhood and success, and despite her cold exterior, she truly loves her ill son. Hyun Seung Hoon, Park Da Som’s husband, is an aspiring model. His life goals are to overcome poverty and failures. He dreams of succeeding in life.(Source: Naver; Soompi)",9054,3971
Spring Turns to Spring,"['business', 'comedy', 'drama', 'fantasy']","['body swap', 'sismance', 'sassy female lead', 'smart female lead', 'strong female lead', 'eccentric female lead', 'naive female lead', 'infidelity', 'revenge', 'bromance ']",32,23-Jan-19,21-Mar-19,"['thursday', 'wednesday']",['MBC'],35.0,7.9,1173.0,1678,2559,15+ - Teens 15 or older,"3,603","['Lee Yoo Ri', 'Uhm Ji Won', 'Choi Byung Mo', 'Lee Jong Hyuk', 'Ahn Se Ha', 'Kim Nam Hee']","['Apple TV', 'Viki']",,,,9bf7bb0730be4f4ba2224b6a3a43418b,2019,"['Kim Sang Ho', 'Park Seung Woo']",['Lee Hye Seon'],South Korea,Drama,32,2100.0,2019-01-23,2019-03-21,"Thursday, Wednesday",MBC,15+ - Teens 15 or older,"Kim Bo Mi works as a TV news anchorwoman and she only cares about herself. Lee Bom was once a popular actress, but she is now a lawmaker's wife. She focuses only on taking care of her family. Somehow these two women switch bodies.(Source: AsianWiki) ",2277,2865
Spy,"['thriller', 'romance', 'crime', 'political']","['spy', 'mother-son relationship', 'north korean', 'suspense ']",16,9-Jan-15,6-Mar-15,['friday'],['KBS2'],50.0,7.3,1543.0,4934,1743,Not Yet Rated,"5,584","['Kim Jae Joong', 'Bae Jong Ok', 'Yoo Oh Sung', 'Go Sung Hee', 'Jo Dal Hwan', 'Kim Min Jae']",[],6.4,56,"Park Hye Rim seems like an average housewife, but in reality she's a former North Korean informant, she's suddenly assigned a mission to recruit her son, Kim Seon Woo, a genius NIS agent. Hye Rim does everything she can to protect him.",14fb3da5d009489dbb45d9346cd22d81,2015,['Park Hyun Suk'],"['Han Sang Woon', 'Lee Kang']",South Korea,Drama,16,3000.0,2015-01-09,2015-03-06,Friday,KBS2,Not Yet Rated,"Hye Rim is a perfect mom inside and out. She pays a lot of attention to her children’s education. She’s also a perfect housewife who supports her husband very well. But in fact, she’s a former North Korean informant.Out of the blue, she’s assigned the mission of recruiting her son, who works for the National Intelligence Service (NIS), into espionage activity. In order to protect her son, she can do anything, even gamble her life.",7174,2132
Squid Game,"['action', 'thriller', 'mystery', 'drama']","['death game', 'death', 'poor male lead', 'extreme violence', 'debt', 'competition', 'gore', 'survival', 'murder', 'game show ']",9," Sep 17, 2021",,['friday'],['Netflix'],60.0,8.5,62640.0,308,31,18+ Restricted (violence & profanity),"84,218","['Lee Jung Jae', 'Park Hae Soo', 'Jung Ho Yeon', 'Wi Ha Joon', 'Oh Young Soo', 'Anupam Tripathi']",['Netflix'],8.0,"430,061","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits with deadly high stakes. A survival game that has a whopping 45.6 billion-won prize at stake.",c379f71b8260451b92540de57a2d2776,2021,,,South Korea,Drama,9,3600.0,"Sep 17, 2021","Sep 17, 2021",Friday,Netflix,18+ Restricted (violence & profanity),"After a failed business venture, the debt-ridden chauffeur Seong Gi Hun lives his life gambling away the money he mooches off his elderly mother while failing to provide for her and his estranged daughter. When his life finally hits rock bottom, he receives an irresistible offer promising him a ₩45.6 billion prize in exchange for winning traditional Korean children's games against 455 other players, among them his childhood friend Cho Sang Woo. Commencing the games, the participants soon learn of the deadly consequences that come with losing.(Source: MyDramaList)",548,24
Start-Up,"['business', 'comedy', 'romance', 'youth']","['lying', 'competition', 'app developer', 'hardworking male lead', 'hardworking female lead', 'artificial intelligence', 'nice female lead', 'love triangle', 'unrequited love', 'grandma-granddaughter relationship ']",16,17-Oct-20,6-Dec-20,"['saturday', 'sunday']","['Netflix', 'tvN']",85.0,8.1,36309.0,1126,56,15+ - Teens 15 or older,"70,484","['Bae Suzy', 'Nam Joo Hyuk', 'Kim Seon Ho', 'Kang Han Na', 'Kim Hae Sook', 'Kim Do Wan']",['Netflix'],8.1,"9,918",Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,0305a24952e242d3b56931b7f334d9ec,2020,['Oh Choong Hwan'],['Park Hye Ryun'],South Korea,Drama,16,5100.0,2020-10-17,2020-12-06,"Saturday, Sunday",Netflix tvN,15+ - Teens 15 or older,"Set in one of the world’s most advanced tech sector, “Start Up” tells the tale of the razor-thin margins between ultimate success and abject failure. The story takes place in the fictional Sandbox Company,  where the journey of four unique people is told.After a revolving door of unfulfilling retail jobs, Seo Dal Mi is unsatisfied with the current trajectory of her life. Her soul longs for a grand adventure that sees her at the top and managing her own company. Although she does not have much to offer, she has big dreams, red hot ambition, and the soul of a pioneer.A constant source of his family's pride as a child, Nam Do San as an adult is the founder of Sam San Tech, a fledgling start-up company that is looking to transition into bigger endeavors. But a vague dream and limited ambition see his company flounder. Unknown to him, the tailwinds of fate has begun to fill up SST's sails.Han Ji Pyeong, a man who does not want to owe anyone anything, owes a large debt to one special person who helped him greatly in the past. His role in the start-up world sees him as Judge, Jury, and Executioner, as his pragmatic advice sees the futures of start-ups either rise into greatness or fall into obscurity.Tired of doing all the work, but seeing the credit go to someone else, Won In Jae yearns to prove herself in a male-dominated industry, as a capable woman who can succeed without the advantages her privileged childhood has given her.(Source: Kimsamsoom at MyDramaList)",1724,50
Stranger,"['thriller', 'mystery', 'law', 'drama']","['suspense', 'investigation', 'corruption', 'crime solving duo', 'murder', 'calm male lead', 'alexithymia', 'emotionless male lead', 'strong female lead', 'smart female lead ']",16,10-Jun-17,30-Jul-17,"['saturday', 'sunday']","['Netflix', 'tvN']",70.0,8.9,18467.0,54,143,15+ - Teens 15 or older,"45,048","['Cho Seung Woo', 'Bae Doo Na', 'Lee Joon Hyuk', 'Yoo Jae Myung', 'Shin Hye Sun', 'Choi Jae Woong']","['Disney+ Hotstar', 'Netflix']",8.5,"8,156","With the help of a gutsy female detective, a prosecutor who has almost lost the ability to feel emotions tackles a strange murder case amid political corruption.",0cf45137b1fa47b6bfcbf74ccd2543ce,2017,['Ahn Gil Ho'],['Lee Soo Yeon'],South Korea,Drama,16,4200.0,2017-06-10,2017-07-30,"Saturday, Sunday",Netflix tvN,15+ - Teens 15 or older,"Hwang Shi Mok underwent brain surgery as a child to curb his violent temper, which left him devoid of emotions. Hwang becomes a prosecutor known for his piercing intelligence and logic, but he is ostracized because he lacks empathy and social skills. He is also one of only a handful of upright prosecutors who have refused to take bribes. One day, he encounters a stabbing victim while investigating corruption. He meets Lieutenant Han Yeo Jin at the crime scene. They join forces to root out corruption at the prosecutors’ office and solve a serial murder case.(Source: Viki; Waverlyroot at MyDramaList)",120,150
Strongest Deliveryman,"['business', 'comedy', 'romance', 'life']","['debt', 'secondary couple', 'nice male lead', 'love triangle', 'deliverywoman female lead', 'deliveryman male lead', 'chasing a dream', 'hardworking male lead', 'hardworking female lead', 'hot-tempered male lead ']",16,4-Aug-17,23-Sep-17,"['friday', 'saturday']",['KBS2'],52.0,7.9,9669.0,1940,390,15+ - Teens 15 or older,"22,600","['Go Kyung Pyo', 'Chae Soo Bin', 'Kim Seon Ho', 'Go Won Hee', 'Son Ji Hyun', 'Kim Hye Ri']","['Tubi', 'Netflix']",7.3,689,"Choi Kang Soo is a deliveryman. In spite of his humble beginnings, Choi Kang Soo is fearless and gives it all in everything he does. Lee Dan Ah is another delivery worker. She hates her current socioeconomic status so much that she, like many young people, calls her country ""Hell Joseon."" Lee Dan Ah is so focused on making money and changing her life that she has no time for men. Butwhen she comes across the charming Choi Kang Soo, her attitude is due to be moved. Together, Choi Kang Soo and Lee Dan Ah have a budding competition and romance in their quest for glory. And, for them, glory means being like rich folk Lee Jin Yoon and Oh Jin Gyu. They compete to conquer life but, as our two delivery workers soon learn, being the strongest does not guarantee success.",f1ceb760f13648c492fe124846a6e07a,2017,"['Kim Shin Il', 'Jeon Woo Sung']",['Lee Jung Woo'],South Korea,Drama,16,3120.0,2017-08-04,2017-09-23,"Friday, Saturday",KBS2,15+ - Teens 15 or older,"Choi Kang Soo is a deliveryman. In spite of his humble beginnings, Choi Kang Soo is fearless and gives it all in everything he does. Lee Dan Ah is another delivery worker. She hates her current socioeconomic status so much that she, like many young people, calls her country “Hell Joseon.” Lee Dan Ah is so focused on making money and changing her life that she has no time for men. But when she comes across the charming Choi Kang Soo, her attitude is due to be moved.Together, Choi Kang Soo and Lee Dan Ah have a budding competition and romance in their quest for glory. And, for them, glory means being like rich folk Lee Jin Yoon and Oh Jin Gyu. They compete to conquer life but, as our two delivery workers soon learn, being the strongest does not guarantee success.",2923,437
Suits,"['action', 'business', 'law', 'drama']","['bromance', 'hidden identity', 'poor male lead', 'nice male lead', 'non-mdl remake', 'workplace setting', 'attorney male lead', 'age gap [drama life]', 'age gap [real life]', 'lawyer male lead ']",16,25-Apr-18,14-Jun-18,"['wednesday', 'thursday']",['KBS2'],60.0,8.2,6130.0,1013,480,15+ - Teens 15 or older,"19,546","['Jang Dong Gun', 'Park Hyung Sik', 'Jin Hee Kyung', 'Chae Jung An', 'Go Sung Hee', 'Choi Gwi Hwa']",['Netflix'],,,,96dad0cf51c04430a3afbc5a6f7f86d5,2018,"['Kim Jin Woo', 'Kwon Young Il']",['Kim Jung Min'],South Korea,Drama,16,3600.0,2018-04-25,2018-06-14,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Hotshot lawyer Choi Kang Seok is known as the most talented closer at the prestigious Kang & Ham Law Firm. Go Yeon Woo has a photographic memory and a high IQ. Having dreamed of becoming a lawyer since losing his parents as a young boy, he studied for and aced the bar under a false name but never found a way to pay for law school. Due to his poor background, he works odd jobs to make a living and attempts to keep up with his grandmother's hospital bills.When Attorney Choi is promoted to senior partner, he's told it's time for him to hire a junior, which he's never wanted to do. But in a chance meeting, he interviews Go Yeon Woo, who's merely hiding from the police by posing as an applicant from a top law school. Choi Kang Seok learns the truth but is so impressed with his extraordinary brilliance and personality he decides to temporarily hire him in spite having no legitimate license to practice law. Choi Kang Seok's reckless gamble could place his own career in jeopardy, but he quickly grows attached to the young man, who continuously shows his mettle and creativity case by case.(Source: MyDramaList)~~ Remake of the American TV series ""Suits"" [2011].",1633,573
Sunny Again Tomorrow,"['romance', 'drama', 'family']","['mother-daughter relationship', 'family secret', 'cold man/warm woman', 'hardworking female lead', 'male chases female first', 'disapproving family', 'fashion industry', 'soap opera', 'enemies to lovers', 'rich male lead ']",121,7-May-18,2-Nov-18,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],35.0,7.6,689.0,3245,3754,15+ - Teens 15 or older,"2,137","['Seol In Ah', 'Jin Joo Hyung', 'Ha Seung Ri', 'Lee Chang Wook', 'Yoon Bok In', 'Yoo Hyun Joo']",['KBS World'],,,,9dc06ec0481e4b2a8e859e0772b9ed53,2018,['Uh Soo Sun'],['Kim Min Joo'],South Korea,Drama,121,2100.0,2018-05-07,2018-11-02,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1,15+ - Teens 15 or older,"Ha Nee has been working in part-time jobs after graduating from high school. One day, she gets a job at a TV home shopping channel but gets fired from that job. She then decides to start her own fashion company and becomes involved with Han Kyul, a merchandiser for the TV home shopping channel.(Source: MyDramaList) ",4239,4100
Super Daddy Yeol,"['comedy', 'romance', 'drama', 'medical']","['bickering couple', 'mother-daughter relationship', 'father-daughter relationship', 'miscommunication', 'baseball', 'terminal illness', 'first love', 'single female lead', 'workplace abuse', 'secondary couple ']",16,13-Mar-15,2-May-15,"['friday', 'saturday']",['tvN'],65.0,7.6,1947.0,3455,1914,Not Yet Rated,"5,029","['Lee Dong Gun', 'Lee Yoo Ri', 'Lee Re', 'Seo Joon Young', 'Seo Yea Ji', 'Lee  Han Wi']",[],7.4,55,"Cha Mi-rae has been diagnosed with terminal cancer. To secure her young daughter's future, Mi-rae reaches out to her ex-boyfriend, Han Yeol. Despite his many flaws, Mi-Rae is resolved to change Yeol into the perfect father.",1d4c49e5140c42aeaf79f0ee383e73b6,2015,['Song Hyun Wook'],,South Korea,Drama,16,3900.0,2015-03-13,2015-05-02,"Friday, Saturday",tvN,Not Yet Rated,"Doctor Cha Mi Rae with one daughter. One day, she is diagnosed with a rare cancer and informed she has about one year to live. She then seeks out her first love Kim Yeol. For her daughter, she struggles to turn Yeol into the best father possible. ",4847,2309
Suspicious Partner,"['thriller', 'comedy', 'law', 'romance']","['cohabitation', 'nice male lead', 'hardworking female lead', 'smart male lead', 'tragic past', 'nice female lead', 'ex-girlfriend comes back', 'steamy kiss', 'strong female lead', 'wrongfully accused ']",40,10-May-17,13-Jul-17,"['wednesday', 'thursday']",['SBS'],30.0,8.3,46066.0,670,23,15+ - Teens 15 or older,"93,316","['Ji Chang Wook', 'Nam Ji Hyun', 'Choi  Tae Joon', 'Kwon Na Ra', 'Dong Ha', 'Kim Ye Won']","['Apple TV', 'Viki', 'WeTV']",7.8,"4,961","Eun Bong Hee is a prosecutor trainee who unfortunately becomes a murder suspect. Noh Ji Wook who is a prosecutor tries to help Eun Bong Hee but loses his job in the process. After the prosecution, Eun Bong Hee who is free from the crime falls in love with Noh Ji Wook. But Noh does not accept her love towards him but offers to help her in finding the real suspect. In the mean time the real murderer plots a plan to avoid being caught.

—Arvind Vikram",802913f5c3584810ab67bc5b782218be,2017,['Park Seon Ho'],['Kwon Ki Young'],South Korea,Drama,40,1800.0,2017-05-10,2017-07-13,"Wednesday, Thursday",SBS,15+ - Teens 15 or older,"Noh Ji Wook is a brainiac prosecutor and Eun Bong Hee is a rookie justice department intern, who always seems to find herself in the most unfortunate and embarrassing situations. Bong Hee is falsely accused of murdering her ex-boyfriend, and Ji Wook gets demoted because he risks his career and reputation to save Bong Hee. Things get complicated as their careers, and love lives get entangled, but one thing brings them together- catching the real culprit responsible for a series of murders before they run out of time and get themselves killed. Ji Eun Hyuk used to be a good friend of Ji Wook, and their friendship used to be the strongest ever. During Eun Hyuk's troubled childhood, Ji Wook used to feel like his only family.(Source: Viki)",1027,26
Sweet Enemy,"['drama', 'family', 'melodrama']","['wrongfully accused', 'birth secret', 'long lost child', 'soap opera', 'step-siblings love', 'revenge', 'prison', 'romance ']",124,12-Jun-17,1-Dec-17,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],35.0,6.8,179.0,77576,7288,15+ - Teens 15 or older,753,"['Park Eun Hye', 'Yoo Geon', 'Lee Jae Woo', 'Park Young Rin', 'Lee Bo Hee', 'Choi Ja Hye']",[],9.0,6,Oh Dal Nim is falsely accused of murder. She decides to take revenge on those responsible for her misery,15f1ef8a8802470fa153511c4c993792,2017,['Lee Hyun Jik'],['Baek Young Sook'],South Korea,Drama,124,2100.0,2017-06-12,2017-12-01,"Monday, Tuesday, Wednesday, Thursday, Friday",SBS,15+ - Teens 15 or older,Oh Dal Nim is falsely accused of murder. She decides to take revenge on those responsible for her misery. ,8159,8055
Sweet Home,"['horror', 'drama', 'sci-fi', 'supernatural']","['monsters', 'gore', 'survival', 'character development', 'adapted from a webtoon', 'supernatural phenomena', 'multiple mains', 'trauma', 'school bullying', 'attempted suicide ']",10," Dec 18, 2020",,['friday'],['Netflix'],52.0,8.7,35781.0,117,75,18+ Restricted (violence & profanity),"63,531","['Song Kang', 'Lee Jin Wook', 'Lee Si Young', 'Lee Do Hyun', 'Kim Nam Hee', 'Go Min Si']",['Netflix'],7.3,"20,556","Hyun, a loner high school student who lost his entire family in a terrible accident, is forced to leave his home and has to face a new reality where monsters are trying to wipe out all of humanity. Now he must fight against all odds to try and race against the clock to save what is left of the human race before it's too late.",4555d12062bb4cb19b8e1f9f4f6e628c,2020,['Lee Eung Bok'],['Kim Hyung Min'],South Korea,Drama,10,3120.0,"Dec 18, 2020","Dec 18, 2020",Friday,Netflix,18+ Restricted (violence & profanity),"Following the death of his family in an accident, loner Cha Hyun Soo moves to a new apartment. His quiet life is soon disturbed by strange incidents that start occurring in his apartment, and throughout Korea. As people start to turn into monsters, Hyun Soo and the other residents try to survive.(Source: Wikipedia)~~ Adapted from the webtoon “Sweet Home” by Kim Kan Bi and Hwang Young Chan. ",229,59
"Sweet Home, Sweet Honey","['romance', 'drama', 'family', 'melodrama']",[''],129,2-Nov-15,29-Apr-16,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],35.0,6.8,252.0,77558,6138,Not Yet Rated,"1,012","['Song Ji Eun', 'Lee  Jae Joon', 'Kim Min Soo', 'Seo Yi Ahn', 'Joo Ah Reum', 'Choi Dae Chul']",['KBS World'],,,,e5818e1ecfd64c7c9651e68707129a81,2015,['Kim Myung Wook'],['Kang Sung Jin'],South Korea,Drama,129,2100.0,2015-11-02,2016-04-29,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1,Not Yet Rated,"Even though Oh Bom is in a difficult financial situation, she is still bright and positive. She works part-time work at a factory. Kang Ma Roo is a kind and simple young man. He is naive about the world. An Tae Ho is the section chief of a company. He is an ambitious man. He approaches Choi Ah Ran for his own gain and marries her. Choi Ah Ran is the heiress of a large company. She is smart, but has a painful past. Her younger sister went missing and her parents abandoned her.",8416,6822
Sweet Munchies,"['food', 'comedy', 'romance', 'life']","['pretends to be gay', 'love triangle', 'lgbtq+', 'closeted', 'oblivious male lead', 'unrequited love', 'restaurant setting', 'producer female lead', 'fashion designer male lead', 'restaurateur male lead ']",12,25-May-20,30-Jun-20,"['monday', 'tuesday']","['jTBC', 'Viki']",65.0,7.0,1647.0,5845,1814,15+ - Teens 15 or older,"5,334","['Jung Il Woo', 'Kang Ji Young', 'Lee Hak Joo', 'Gong Min Jung', 'Park Sung Joon', 'Yang Dae Hyuk']","['Viki', 'Netflix']",7.1,92,The story of Park Jin Sung who owns a late-night snack restaurant.,2077b3ccea1e46019d0a3c94f36f26f5,2020,['Song Ji Won'],['Park Seung Hye'],South Korea,Drama,12,3900.0,2020-05-25,2020-06-30,"Monday, Tuesday",jTBC Viki,15+ - Teens 15 or older,"Park Jin Sung runs an odd little late-night restaurant where customers only choose which drinks they want and their appetizers are chosen by Park, who customizes the dishes to match their drinks. His goal is to provide diners with warmth and comfort through delicious food and excellent customer service. Seeing customers enjoy their food also gives him a great measure of happiness. At the urging of one of his regular customers, Park becomes the host of a new variety show called Midnight Snack Couple, which shoots him to popularity and fame.Regular customer Kim Ah Jin is a passionate PD. She usually has a smile on her face and always looks on the bright side. Her optimism is only matched by her love of food and drinking. After working hard as a crew member in production teams for many years, she finally gets her break as a PD when she convinces Park Jin Sung to become the host of her TV show.Kang Tae Wan is a successful fashion designer. He hosts his own fashion TV program and comes to know Park Jin Sung and Kim Ah Jin when he’s brought onto the Midnight Snack Couple variety show as a stylist for Park. As the three work together, they eventually become involved in an atypical love triangle.(Source: Dramabeans)",8395,2081
Sweet Revenge,"['comedy', 'romance', 'youth', 'fantasy']","['high school', 'school bullying', 'revenge', 'nice male lead', 'friends to lovers', 'sismance', 'mobile app', 'break up', 'cheating', 'web series ']",22,27-Oct-17,5-Jan-18,['friday'],['Oksusu'],15.0,7.9,9844.0,1929,472,13+ - Teens 13 or older,"19,837","['Kim Hyang Gi ', 'Lomon', 'Cha Eun Woo', 'Kim Hwan Hee', 'Park Kyung Rim', 'Ji Gun Woo']","['Apple TV', 'Tubi', 'AsianCrush', 'Viki']",,,,2926e56ff3864c0b8709408683882733,2017,,,South Korea,Drama,22,900.0,2017-10-27,2018-01-05,Friday,Oksusu,13+ - Teens 13 or older,This web drama is a teen fantasy drama about a teenager who gets her hands on a note that enacts revenge on anyone whose name is written on it. ,2874,497
